"id";"time";"attrstring";"value"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 11:32:30+07";"";"44.6"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 11:33:00+07";"";"0.036"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 11:33:00+07";"";"1.674"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 11:33:29+07";"";"44.4"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 11:34:00+07";"";"0.041"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 11:34:00+07";"";"1.302"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 11:34:27+07";"";"44.3"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 11:35:00+07";"";"0.039"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 11:35:00+07";"";"1.681"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 11:35:26+07";"";"44.3"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 11:36:00+07";"";"0.036"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 11:36:00+07";"";"1.298"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 11:36:25+07";"";"44.2"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 11:37:00+07";"";"0.032"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 11:37:00+07";"";"1.268"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 11:37:23+07";"";"44.2"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 11:38:00+07";"";"0.032"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 11:38:00+07";"";"1.678"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 11:38:22+07";"";"44.1"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 11:39:00+07";"";"0.031"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 11:39:00+07";"";"1.306"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 11:39:20+07";"";"43.9"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 11:40:00+07";"";"0.035"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 11:40:00+07";"";"1.682"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 11:40:19+07";"";"43.9"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 11:41:00+07";"";"0.038"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 11:41:00+07";"";"1.675"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 11:41:17+07";"";"43.8"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 11:42:00+07";"";"0.042"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 11:42:00+07";"";"1.333"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 11:42:16+07";"";"43.8"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 11:43:00+07";"";"0.037"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 11:43:00+07";"";"1.338"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 11:43:15+07";"";"43.7"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 11:44:00+07";"";"0.035"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 11:44:00+07";"";"1.319"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 11:44:13+07";"";"43.7"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 11:45:00+07";"";"0.033"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 11:45:00+07";"";"1.657"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 11:45:12+07";"";"43.7"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 11:46:00+07";"";"0.037"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 11:46:00+07";"";"2.090"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 11:46:10+07";"";"43.7"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 11:47:00+07";"";"0.042"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 11:47:00+07";"";"1.321"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 11:47:09+07";"";"43.7"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 11:48:00+07";"";"0.036"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 11:48:00+07";"";"1.706"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 11:48:07+07";"";"43.6"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 11:49:00+07";"";"0.027"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 11:49:00+07";"";"1.304"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 11:49:06+07";"";"43.6"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 11:50:00+07";"";"0.029"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 11:50:00+07";"";"1.321"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 11:50:04+07";"";"43.4"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 11:51:00+07";"";"0.037"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 11:51:00+07";"";"1.736"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 11:51:03+07";"";"43.4"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 11:52:00+07";"";"0.027"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 11:52:00+07";"";"1.754"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 11:52:01+07";"";"43.4"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 11:53:00+07";"";"43.4"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 11:53:00+07";"";"0.021"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 11:53:00+07";"";"1.337"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 11:53:59+07";"";"43.4"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 11:54:00+07";"";"0.022"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 11:54:00+07";"";"1.672"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 11:54:57+07";"";"43.4"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 11:55:00+07";"";"0.023"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 11:55:00+07";"";"1.289"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 11:55:56+07";"";"43.4"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 11:56:00+07";"";"0.017"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 11:56:00+07";"";"1.678"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 11:56:54+07";"";"43.4"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 11:57:00+07";"";"0.018"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 11:57:00+07";"";"1.286"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 11:57:53+07";"";"43.3"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 11:58:00+07";"";"0.019"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 11:58:00+07";"";"1.696"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 11:58:52+07";"";"43.1"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 11:59:00+07";"";"1.332"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 11:59:00+07";"";"0.021"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 11:59:50+07";"";"43.0"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 12:00:00+07";"";"0.024"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 12:00:00+07";"";"1.321"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 12:00:49+07";"";"42.7"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 12:01:00+07";"";"0.027"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 12:01:00+07";"";"1.322"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 12:01:47+07";"";"42.5"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 12:02:00+07";"";"0.025"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 12:02:00+07";"";"1.724"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 12:02:46+07";"";"42.1"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 12:03:00+07";"";"0.025"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 12:03:00+07";"";"1.323"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 12:03:44+07";"";"42.0"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 12:04:00+07";"";"0.022"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 12:04:00+07";"";"1.670"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 12:04:43+07";"";"41.8"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 12:05:00+07";"";"0.023"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 12:05:00+07";"";"1.287"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 12:05:42+07";"";"42.1"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 12:06:00+07";"";"0.020"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 12:06:00+07";"";"1.330"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 12:06:40+07";"";"42.1"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 12:07:00+07";"";"0.022"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 12:07:00+07";"";"1.351"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 12:07:39+07";"";"42.1"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 12:08:00+07";"";"0.022"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 12:08:00+07";"";"1.313"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 12:08:38+07";"";"42.0"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 12:09:00+07";"";"0.028"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 12:09:00+07";"";"1.672"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 12:09:36+07";"";"42.1"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 12:10:00+07";"";"0.029"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 12:10:00+07";"";"1.305"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 12:10:35+07";"";"42.2"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 12:11:00+07";"";"0.031"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 12:11:00+07";"";"1.327"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 12:11:33+07";"";"42.2"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 12:12:00+07";"";"0.031"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 12:12:00+07";"";"1.365"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 12:12:32+07";"";"42.1"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 12:13:00+07";"";"0.032"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 12:13:00+07";"";"1.324"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 12:13:31+07";"";"41.8"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 12:14:00+07";"";"0.035"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 12:14:00+07";"";"1.338"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 12:14:29+07";"";"41.7"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 12:15:00+07";"";"0.034"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 12:15:00+07";"";"1.727"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 12:15:28+07";"";"41.6"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 12:16:00+07";"";"0.031"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 12:16:00+07";"";"1.369"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 12:16:26+07";"";"41.4"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 12:17:00+07";"";"0.030"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 12:17:00+07";"";"1.320"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 12:17:25+07";"";"41.2"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 12:18:00+07";"";"0.028"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 12:18:00+07";"";"1.339"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 12:18:23+07";"";"41.0"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 12:19:00+07";"";"0.033"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 12:19:00+07";"";"1.339"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 12:19:22+07";"";"40.9"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 12:20:00+07";"";"0.033"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 12:20:00+07";"";"1.328"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 12:20:20+07";"";"40.6"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 12:21:00+07";"";"0.032"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 12:21:00+07";"";"1.319"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 12:21:19+07";"";"40.5"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 12:22:00+07";"";"0.028"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 12:22:00+07";"";"2.108"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 12:22:17+07";"";"40.2"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 12:23:00+07";"";"0.027"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 12:23:00+07";"";"1.355"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 12:23:16+07";"";"40.2"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 12:24:00+07";"";"0.030"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 12:24:00+07";"";"1.325"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 12:24:15+07";"";"40.1"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 12:25:00+07";"";"0.031"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 12:25:00+07";"";"1.298"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 12:25:13+07";"";"40.0"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 12:26:00+07";"";"0.031"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 12:26:00+07";"";"1.333"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 12:26:12+07";"";"39.9"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 12:27:00+07";"";"0.034"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 12:27:00+07";"";"1.324"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 12:27:10+07";"";"39.7"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 12:28:00+07";"";"0.033"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 12:28:00+07";"";"1.334"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 12:28:10+07";"";"39.6"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 12:29:00+07";"";"0.029"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 12:29:00+07";"";"1.474"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 12:29:08+07";"";"39.7"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 12:30:00+07";"";"0.031"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 12:30:00+07";"";"2.011"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 12:30:07+07";"";"39.6"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 12:31:00+07";"";"0.032"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 12:31:00+07";"";"1.956"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 12:31:05+07";"";"39.7"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 12:32:00+07";"";"0.036"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 12:32:00+07";"";"1.563"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 12:32:04+07";"";"39.5"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 12:33:00+07";"";"0.032"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 12:33:00+07";"";"1.689"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 12:33:02+07";"";"39.5"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 12:34:00+07";"";"0.031"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 12:34:00+07";"";"2.129"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 12:34:01+07";"";"39.4"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 12:34:59+07";"";"39.4"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 12:35:00+07";"";"0.031"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 12:35:00+07";"";"1.566"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 12:35:57+07";"";"39.3"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 12:36:00+07";"";"0.031"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 12:36:00+07";"";"1.872"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 12:36:57+07";"";"39.3"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 12:37:00+07";"";"0.030"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 12:37:00+07";"";"1.510"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 12:37:54+07";"";"39.4"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 12:38:00+07";"";"0.032"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 12:38:00+07";"";"1.571"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 12:38:53+07";"";"39.5"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 12:39:00+07";"";"0.034"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 12:39:00+07";"";"1.765"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 12:39:52+07";"";"39.7"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 12:40:00+07";"";"0.033"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 12:40:00+07";"";"1.802"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 12:40:51+07";"";"39.9"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 12:41:00+07";"";"0.033"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 12:41:00+07";"";"3.068"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 12:41:49+07";"";"40.0"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 12:42:00+07";"";"0.039"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 12:42:00+07";"";"14.328"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 12:42:48+07";"";"40.2"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 12:43:00+07";"";"0.037"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 12:43:00+07";"";"14.701"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 12:43:47+07";"";"40.4"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 12:44:00+07";"";"0.039"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 12:44:00+07";"";"14.494"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 12:44:46+07";"";"40.4"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 12:45:00+07";"";"0.045"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 12:45:00+07";"";"14.266"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 12:45:44+07";"";"40.5"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 12:46:00+07";"";"0.044"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 12:46:00+07";"";"8.549"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 12:46:42+07";"";"40.5"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 12:47:00+07";"";"0.041"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 12:47:00+07";"";"1.456"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 12:47:41+07";"";"40.5"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 12:48:00+07";"";"0.038"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 12:48:00+07";"";"1.829"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 12:48:39+07";"";"40.5"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 12:49:00+07";"";"0.034"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 12:49:00+07";"";"1.450"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 12:49:38+07";"";"40.5"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 12:50:00+07";"";"0.032"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 12:50:00+07";"";"1.446"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 12:50:37+07";"";"40.5"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 12:51:00+07";"";"0.035"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 12:51:00+07";"";"1.848"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 12:51:35+07";"";"40.5"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 12:52:00+07";"";"0.036"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 12:52:00+07";"";"1.449"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 12:52:34+07";"";"40.5"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-04 12:53:00+07";"";"0.037"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-04 12:53:00+07";"";"1.433"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-04 12:53:32+07";"";"40.5"
