"id";"time";"attrstring";"value"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 01:21:00+07";"";"1.092"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 01:21:01+07";"";"45.1"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 01:22:00+07";"";"44.9"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 01:22:00+07";"";"0.016"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 01:22:00+07";"";"1.106"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 01:22:58+07";"";"45.1"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 01:23:00+07";"";"0.018"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 01:23:00+07";"";"1.103"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 01:23:57+07";"";"45.1"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 01:24:00+07";"";"0.017"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 01:24:00+07";"";"1.103"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 01:24:55+07";"";"45.1"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 01:25:00+07";"";"0.015"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 01:25:00+07";"";"1.091"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 01:25:54+07";"";"45.1"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 01:26:00+07";"";"0.015"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 01:26:00+07";"";"1.106"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 01:26:52+07";"";"45.1"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 01:27:00+07";"";"0.016"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 01:27:00+07";"";"1.106"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 01:27:51+07";"";"45.2"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 01:28:00+07";"";"0.017"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 01:28:00+07";"";"1.106"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 01:28:49+07";"";"45.1"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 01:29:00+07";"";"0.016"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 01:29:00+07";"";"1.092"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 01:29:48+07";"";"45.1"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 01:30:00+07";"";"0.016"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 01:30:00+07";"";"1.106"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 01:30:47+07";"";"45.2"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 01:31:00+07";"";"0.015"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 01:31:00+07";"";"1.106"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 01:31:45+07";"";"45.2"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 01:32:00+07";"";"0.017"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 01:32:00+07";"";"1.103"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 01:32:45+07";"";"45.1"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 01:33:00+07";"";"0.017"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 01:33:00+07";"";"1.089"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 01:33:43+07";"";"45.2"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 01:34:00+07";"";"0.017"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 01:34:00+07";"";"1.105"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 01:34:42+07";"";"45.2"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 01:35:00+07";"";"0.016"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 01:35:00+07";"";"1.106"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 01:35:40+07";"";"45.2"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 01:36:00+07";"";"0.014"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 01:36:00+07";"";"1.107"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 01:36:39+07";"";"45.2"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 01:37:00+07";"";"0.017"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 01:37:00+07";"";"1.092"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 01:37:37+07";"";"45.2"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 01:38:00+07";"";"0.018"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 01:38:00+07";"";"1.106"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 01:38:35+07";"";"45.2"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 01:39:00+07";"";"0.017"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 01:39:00+07";"";"1.107"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 01:39:34+07";"";"45.2"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 01:40:00+07";"";"0.015"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 01:40:00+07";"";"1.108"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 01:40:33+07";"";"45.2"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 01:41:00+07";"";"0.016"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 01:41:00+07";"";"1.091"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 01:41:31+07";"";"45.2"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 01:42:00+07";"";"0.017"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 01:42:00+07";"";"1.107"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 01:42:30+07";"";"45.2"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 01:43:00+07";"";"0.017"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 01:43:00+07";"";"1.108"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 01:43:28+07";"";"45.2"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 01:44:00+07";"";"0.017"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 01:44:00+07";"";"1.106"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 01:44:27+07";"";"45.3"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 01:45:00+07";"";"0.015"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 01:45:00+07";"";"1.092"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 01:45:25+07";"";"45.3"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 01:46:00+07";"";"0.015"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 01:46:00+07";"";"1.107"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 01:46:24+07";"";"45.3"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 01:47:00+07";"";"0.016"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 01:47:00+07";"";"1.107"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 01:47:22+07";"";"45.3"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 01:48:00+07";"";"0.017"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 01:48:00+07";"";"1.107"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 01:48:21+07";"";"45.3"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 01:49:00+07";"";"0.017"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 01:49:00+07";"";"1.094"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 01:49:20+07";"";"45.3"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 01:50:00+07";"";"0.015"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 01:50:00+07";"";"1.109"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 01:50:18+07";"";"45.3"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 01:51:00+07";"";"0.015"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 01:51:00+07";"";"1.122"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 01:51:17+07";"";"45.2"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 01:52:00+07";"";"0.017"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 01:52:00+07";"";"1.106"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 01:52:15+07";"";"45.3"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 01:53:00+07";"";"0.017"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 01:53:00+07";"";"1.111"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 01:53:14+07";"";"45.3"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 01:54:00+07";"";"0.017"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 01:54:00+07";"";"1.096"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 01:54:13+07";"";"45.3"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 01:55:00+07";"";"0.015"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 01:55:00+07";"";"1.111"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 01:55:11+07";"";"45.3"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 01:56:00+07";"";"0.015"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 01:56:00+07";"";"1.109"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 01:56:10+07";"";"45.4"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 01:57:00+07";"";"0.017"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 01:57:00+07";"";"1.109"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 01:57:08+07";"";"45.3"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 01:58:00+07";"";"0.017"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 01:58:00+07";"";"1.095"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 01:58:07+07";"";"45.4"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 01:59:00+07";"";"0.016"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 01:59:00+07";"";"1.110"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 01:59:06+07";"";"45.4"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 02:00:00+07";"";"0.015"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 02:00:00+07";"";"1.110"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 02:00:04+07";"";"45.4"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 02:01:00+07";"";"0.015"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 02:01:00+07";"";"1.110"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 02:01:03+07";"";"45.4"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 02:02:00+07";"";"0.017"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 02:02:00+07";"";"1.094"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 02:02:01+07";"";"45.4"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 02:03:00+07";"";"0.018"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 02:03:00+07";"";"1.108"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 02:03:00+07";"";"45.4"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 02:03:58+07";"";"45.5"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 02:04:00+07";"";"0.017"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 02:04:00+07";"";"1.111"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 02:04:57+07";"";"45.4"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 02:05:00+07";"";"0.015"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 02:05:00+07";"";"1.110"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 02:05:55+07";"";"45.4"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 02:06:00+07";"";"0.015"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 02:06:00+07";"";"1.096"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 02:06:54+07";"";"45.4"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 02:07:00+07";"";"0.017"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 02:07:00+07";"";"1.113"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 02:07:53+07";"";"45.4"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 02:08:00+07";"";"0.017"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 02:08:00+07";"";"1.116"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 02:08:51+07";"";"45.4"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 02:09:00+07";"";"0.014"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 02:09:00+07";"";"1.114"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 02:09:50+07";"";"45.4"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 02:10:00+07";"";"0.014"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 02:10:00+07";"";"1.096"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 02:10:48+07";"";"45.4"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 02:11:00+07";"";"0.015"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 02:11:00+07";"";"1.113"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 02:11:47+07";"";"45.4"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 02:12:00+07";"";"0.018"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 02:12:00+07";"";"1.114"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 02:12:45+07";"";"45.4"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 02:13:00+07";"";"0.018"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 02:13:00+07";"";"1.115"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 02:13:44+07";"";"45.4"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 02:14:00+07";"";"0.017"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 02:14:00+07";"";"1.100"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 02:14:43+07";"";"45.3"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 02:15:00+07";"";"0.015"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 02:15:00+07";"";"1.115"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 02:15:41+07";"";"45.3"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 02:16:00+07";"";"0.015"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 02:16:00+07";"";"1.116"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 02:16:40+07";"";"45.4"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 02:17:00+07";"";"0.016"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 02:17:00+07";"";"1.112"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 02:17:39+07";"";"45.4"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 02:18:00+07";"";"0.017"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 02:18:00+07";"";"1.093"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 02:18:37+07";"";"45.3"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 02:19:00+07";"";"0.016"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 02:19:00+07";"";"1.107"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 02:19:36+07";"";"45.4"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 02:20:00+07";"";"0.015"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 02:20:00+07";"";"1.107"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 02:20:34+07";"";"45.3"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 02:21:00+07";"";"0.014"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 02:21:00+07";"";"1.109"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 02:21:33+07";"";"45.3"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 02:22:00+07";"";"0.017"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 02:22:00+07";"";"1.093"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 02:22:31+07";"";"45.3"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 02:23:00+07";"";"0.017"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 02:23:00+07";"";"1.107"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 02:23:30+07";"";"45.3"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 02:24:00+07";"";"0.017"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 02:24:00+07";"";"1.108"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 02:24:28+07";"";"45.3"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 02:25:00+07";"";"0.015"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 02:25:00+07";"";"1.108"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 02:25:27+07";"";"45.3"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 02:26:00+07";"";"0.014"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 02:26:00+07";"";"1.092"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 02:26:25+07";"";"45.2"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 02:27:00+07";"";"0.017"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 02:27:00+07";"";"1.108"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 02:27:24+07";"";"45.2"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 02:28:00+07";"";"0.016"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 02:28:00+07";"";"1.109"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 02:28:23+07";"";"45.2"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 02:29:00+07";"";"0.016"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 02:29:00+07";"";"1.109"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 02:29:21+07";"";"45.2"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 02:30:00+07";"";"0.014"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 02:30:00+07";"";"1.093"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 02:30:20+07";"";"45.2"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 02:31:00+07";"";"0.015"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 02:31:00+07";"";"1.109"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 02:31:18+07";"";"45.2"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 02:32:00+07";"";"0.016"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 02:32:00+07";"";"1.107"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 02:32:17+07";"";"45.2"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 02:33:00+07";"";"0.017"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 02:33:00+07";"";"1.105"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 02:33:15+07";"";"45.1"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 02:34:00+07";"";"0.017"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 02:34:00+07";"";"1.091"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 02:34:14+07";"";"45.2"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 02:35:00+07";"";"0.014"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 02:35:00+07";"";"1.108"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 02:35:13+07";"";"45.2"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 02:36:00+07";"";"0.014"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 02:36:00+07";"";"1.109"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 02:36:11+07";"";"45.2"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 02:37:00+07";"";"0.016"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 02:37:00+07";"";"1.109"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 02:37:10+07";"";"45.2"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 02:38:00+07";"";"0.016"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 02:38:00+07";"";"1.101"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 02:38:08+07";"";"45.1"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 02:39:00+07";"";"0.015"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 02:39:00+07";"";"1.117"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 02:39:07+07";"";"45.1"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 02:40:00+07";"";"0.013"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 02:40:00+07";"";"1.116"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 02:40:05+07";"";"45.1"
"ee/fl1/emu10x/sub14/phase_s/load15/monitor/energy";"2017-01-01 02:41:00+07";"";"0.014"
"ee/fl1/corridor/elevator_front/z1/outlet1/monitor/energy";"2017-01-01 02:41:00+07";"";"1.114"
"ee/fl2/west/storeroom_office/z1/sensor1/monitor/humidity";"2017-01-01 02:41:04+07";"";"45.2"
